UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
UEI-IMD-FL-2016-0112,2016-09-08,2016-08-13,Diffing the dates,Heavy rain,NA,"Barmer, Jodhpur, Kota ",RAJASTHAN,NA,NA,NA,NA,14,NA,NA,NA,"14 persons drowned. Barmer - 6, Jodhpur - 7,  Kota ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 1",NA,IMD,NA
UEI-IMD-FL-2016-0113,2016-08-16,2016-08-20,4,Heavy rain,NA,"Baran, Jhalawar, Pali ",RAJASTHAN,NA,NA,NA,NA,11,NA,NA,NA,"Total 11 persons died in different incidents. Baran - 6, Jhalawar - 4,     Pali ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 1 ",House collapsed in Baran Dist,IMD,NA
UEI-IMD-FL-2016-0114,2016-08-22,2016-08-30,8,Heavy rain,NA,"Sawai Madhopur, Sirohi, Udaipur",RAJASTHAN,NA,NA,NA,NA,6,NA,NA,NA,6 persons swept away,A car & a loaded tempo swept away. ,IMD,NA
UEI-IMD-FL-2016-0115,2016-11-06,2016-06-13,Diffing the dates,Flood (Kuzhithurai and Sitraru rivers),NA,Kanyakumari,TAMIL NADU,NA,NA,NA,NA,3,NA,NA,NA,3 person died,Kulasekaram and Tiruvattar towns were inundated. ,IMD,NA
UEI-IMD-FL-2016-0116,2016-07-26,2016-07-26,0,Heavy Rains,NA,Krishnagiri ,TAMIL NADU,NA,NA,NA,NA,2,NA,NA,NA,2 persons died in Hosur municipal corporation in  Krishnagiri Dist. ,NA,IMD,NA
UEI-IMD-FL-2016-0117,2016-02-03,2016-02-03,0,Heavy rain,NA,"Karimnagar, Khammam, Nizamabad, Waranga",TELANGANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damage to 2585 hectares of Maize crops, 254 hectares of Banana crops & 350 Hectares of Chilli crops reported.",IMD,NA
UEI-IMD-FL-2016-0118,2016-08-31,2016-08-31,0,Heavy rain,NA,Hyderabad,TELANGANA,NA,NA,NA,NA,7,NA,NA,NA,7 persons died due to wall collapse,i) Innundation of low lying areas. ii) Damage to thousands of cars reported. iii) Water logging in most parts of city causing traffic disruption,IMD,NA
UEI-IMD-FL-2016-0119,2016-01-09,2016-09-30,265,Heavy rain,NA,"Hyderbad, Kamareddy, Karimnagar, Mahbubnagar, Medak, Medchal, Nalgonda,  Nizamabad, Sangareddy, Vikarabad, Warrangal, Yadadri",TELANGANA,NA,NA,NA,NA,49,NA,NA,NA,"Total 49 persons died & 9 others injured. 6733 animals perished. Hyderbad - 1, Kamareddy- 4, Karimnagar - 6, Mahbubnagar - 2, Medak - 4, Medchal - 6, Nalgonda - 2,  Nizamabad - 3,  Sangareddy- 16,  Vikarabad - 3, Warrangal - 1, Yadadri -1.",i) Damage to 2.60 lakh hectares of crops reported. ii) Damage to 37991 houses  reported. iii) Damage to 644 boats & 1493 nets reported. iv) Damage to roads reported. v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.,IMD,NA
UEI-IMD-FL-2016-0120,2016-05-18,2016-05-18,0,Heavy rain,NA,North Tripura ,TRIPURA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) About 50,000 peoples affected & shifted to relief camps. ii) The entire city Dharamnagar flooded. iii) All Offices, Schools, collages remained closed. iv) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply",IMD,NA
UEI-IMD-FL-2016-0121,2016-12-03,2016-12-03,0,Heavy rain,NA,Meerut,UTTAR PRADESH,NA,NA,NA,NA,5,NA,NA,NA,5 persons died due to wall collapse,Exensive damage to building reported,IMD,NA
UEI-IMD-FL-2016-0122,2016-01-07,2016-03-07,60,Heavy rain,NA,Parts of U.P. ,UTTAR PRADESH,NA,NA,NA,NA,26,NA,NA,NA,26 persons died,"Damage to Mango, Maize crops reported",IMD,NA
UEI-IMD-FL-2016-0123,2016-07-18,2016-07-18,0,Heavy rain,NA,Parts of West U.P. ,UTTAR PRADESH,NA,NA,NA,NA,10,NA,NA,NA,10 persons died,"Damage to Mango, Maize crops reported",IMD,NA
UEI-IMD-FL-2016-0124,2016-07-30,2016-07-30,0,Heavy rain,NA,Parts of West U.P. ,UTTAR PRADESH,NA,NA,NA,NA,3,NA,NA,NA,3 persons died,"Damage to Mango, Maize crops reported",IMD,NA
UEI-IMD-FL-2016-0125,2016-08-16,2016-08-16,0,Heavy rain,NA,Parts of East U.P. ,UTTAR PRADESH,NA,NA,NA,NA,8,NA,NA,NA,8 persons died,Damage to crops reported,IMD,NA
UEI-IMD-FL-2016-0126,2016-08-05,2016-08-05,0,Landslide,NA,Chamoli,UTTARAKHAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to more than 10 houses reported. ii) Damage to more than half dozen vehicles reported. ,IMD,NA
UEI-IMD-FL-2016-0127,2016-05-22,2016-05-22,0,Landslide,NA,Dehradun,UTTARAKHAND,NA,NA,NA,NA,10,5,NA,NA,10 labourers died & 5 other injured,NA,IMD,NA
UEI-IMD-FL-2016-0128,2016-05-28,2016-05-28,0,Cloud Burst,NA,Tehri and Uttarkashi,UTTARAKHAND,NA,NA,NA,NA,5,NA,NA,NA,5 persons died,NA,IMD,NA
UEI-IMD-FL-2016-0129,2016-03-07,2016-03-07,0,Cloud Burst,NA,"Chamoli, Pithoragarh ",UTTARAKHAND,NA,NA,NA,NA,20,12,NA,NA,20 persons died & 12 others missing. ,i) 150 families affected. ii) 4 houses fully & 12 houses partially damaged. ,IMD,NA
UEI-IMD-FL-2016-0130,2016-07-16,2016-07-17,1,Heavy rains & Landslides,NA,"Dehradun, Nainital, Pauri, Tehri, Uttarkashi ",UTTARAKHAND,NA,NA,NA,NA,15,NA,NA,NA,15 persons died,"i) Rishikesh-Badrinath national highway and the Rishikesh - Kedarnath National Highway between Sonprayag and Gaurikund, remained cut off.  ii) Damage to several bridges across the state reported. ",IMD,NA
UEI-IMD-FL-2016-0131,2016-07-21,2016-07-23,2,Landslide,NA,Dehradun,UTTARAKHAND,NA,NA,NA,NA,11,NA,NA,NA,11 persons died,NA,IMD,NA
UEI-IMD-FL-2016-0132,2016-07-20,2016-07-20,0,Heavy rains & Landslides,NA,Darjeeling,WEST BENGAL,NA,NA,NA,NA,3,NA,NA,NA,3 persons died due to landslide,NA,IMD,NA
UEI-IMD-FL-2016-0133,2016-07-24,2016-07-25,1,Flood,NA,"Alipurdusar, Cooch Behar, Darjeeling, Jalpaiguri ",WEST BENGAL,NA,NA,NA,NA,NA,NA,NA,NA,4 person dies,58000 people affected,IMD,NA
UEI-IMD-FL-2016-0134,2016-08-17,2016-08-17,0,Heavy rains,NA,Kolkata,WEST BENGAL,NA,NA,NA,NA,3,15,NA,NA,3 persons died and 15 others injured,Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,NA
UEI-IMD-FL-2016-0135,2016-08-23,2016-08-29,6,Heavy rains & Flood in Mahananda river,NA,"Hooghly, Howrah ",WEST BENGAL,NA,NA,NA,NA,6,NA,NA,NA,5 persons died & one person drowned in Mahananda river of Malda Dist,"i) Extensive damage to the crops reported. ii) 5,550 families in 45 villages affected",IMD,NA
UEI-IMD-FL-2014-0001,2014-02-05,2014-12-05,303,Heavy rains,NA,"Adilabad, Karimnagar, Khammam, Krishna, Kurnool, Medak, Mahaboobnagar, Nalgonda, Nizamabad, Ranagareddy, Warangal and WestGodavari",ANDHRA PRADESH,NA,NA,NA,NA,NA,NA,NA,86,86 livestock perished.,"i) Damage to crops in 2,037 hectares reported. ii) Damage to horticulture in 36,380 hectares reported. iii) Damage to 86 houses reported.",IMD,NA
UEI-IMD-FL-2014-0002,2014-06-09,2014-09-09,92,Heavy rains,NA,East & West Godavari and Srikakulam,ANDHRA PRADESH,NA,NA,NA,NA,4,NA,NA,NA,4 persons died.,"Extensive damage to crops in 12,667 hectares reported",IMD,NA
UEI-IMD-FL-2014-0003,2014-08-14,2014-08-18,4,Heavy rains,NA,East Siang and Lohit,ARUNACHAL PRADESH,NA,NA,NA,NA,1,NA,NA,NA,One person died in a landslide in EastSiang.,i) Extensive damage to standing crops reported. ii) A wooden bridge of Kadam river washed away disrupting communication along NH 52.,IMD,NA
UEI-IMD-FL-2014-0004,2014-06-22,2014-06-28,6,Flood (Brahmaputra and its tributories),NA,"Darrang, Kamrup (Metro),Lakhimpur, Sonitpur and Udalguri",ASSAM,NA,NA,NA,NA,8,NA,NA,NA,8 persons died including 4 died in a landslide.,"i) Damage to standing crops reported. ii) About 24,393 people affected of 43 villages affected. iii) Landslide reported.",IMD,NA
UEI-IMD-FL-2014-0005,2014-08-07,2014-10-07,61,Heavy rains,NA,Dhemaji,ASSAM,NA,NA,NA,NA,1,NA,NA,NA,One person died.,i) Damage to standing crops reported. ii) About 900 people of 100 villages affected.,IMD,NA
UEI-IMD-FL-2014-0006,2014-07-14,2014-07-19,5,Heavy rains,NA,Sonitpur,ASSAM,NA,NA,NA,NA,1,NA,NA,NA,One person died.,i) About 10 villages affected.ii) Standing crops in 100 hectares damaged.iii) Due to beach embankment flash flood occurredin Gohpur Town causing extensive damage on19 Jul,IMD,NA
UEI-IMD-FL-2014-0007,2014-07-23,2014-07-30,7,Flood (Singra and Soansiri rivers),NA,"Cachar, Lakhimpur and Sonitpur",ASSAM,NA,NA,NA,NA,16,NA,NA,NA,16 persons died out of which 5 others died in a massive landslide in Cacher Manipur boarder area.,"i) Extensive damage to the standing crops reported. ii) About 25,000 people of 1200 villages affected. iii) NH-52 beached at the two places.",IMD,NA
UEI-IMD-FL-2014-0008,2014-08-15,2014-08-31,16,Flood (Brahmaputra and its tributories),NA,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhubri, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup (Metro), Kokrajhar, Lakhimpur, Morigaon, Nagaon, Sibsagar and Sonitpur",ASSAM,NA,NA,NA,NA,20,NA,NA,NA,20 persons died.,"i) Extensive damage to the crops about 73,772,03  ha. crop land affected. ii) About 16,26,304 population affected. iii) About 430 sq. km. area of Kaziranga National Park and Pobitora wildlife sanctuary inundated.",IMD,NA
UEI-IMD-FL-2014-0009,2014-09-22,2014-09-30,8,Flood (Brahmaputra and its tributories),NA,"Barpeta, Darrang, Dhemaji, Dhubri, Goalpara, Kamrup (Metro), Kokrajhar, Lakhimpur, Morigaon, Nagaon, Sonitpur and Udalguri.",ASSAM,NA,NA,NA,NA,45,NA,NA,NA,More than 45 people including 3 died in a landslide in Guwahati.,"i) Extensive damage to the crops about 1,60,128,34 ha. reported. ii) About 3,11,001 population affected. iii) More than 2,500 villages marooned.",IMD,NA
UEI-IMD-FL-2014-0010,2014-08-14,2014-08-27,13,Flood (Gandaki and Kosi),NA,"Darbhanga, East Champaran, Madhubani, Muzaffarpur, Nalanda, Nawada, Saharsa, Supaul and West Champaran",BIHAR,NA,NA,NA,NA,19,NA,NA,NA,"19 persons died including 5 died in wall collapse, 4 swept away and other drowned.",i) Number of villages inundated. ii) About 4 lakh people badly affected. iii) Thousands of people shifted to the safer places. iv) Damage to many kachcha houses reported.,IMD,NA
UEI-IMD-FL-2014-0011,2014-09-14,2014-09-20,6,Heavy rains,NA,"Banka, Begusarai, Bhagalpur, Gaya, Khagaria and Kishanganj",BIHAR,NA,NA,NA,NA,28,NA,NA,NA,28 persons died.,i) Damage to the crops reported. ii) Number of villages inundated. iii) Many people shifted to safer places. iv) Damage to many kachcha houses reported.,IMD,NA
UEI-IMD-FL-2014-0012,2014-10-14,2014-10-14,0,Heavy rains,NA,"Madhubani, Muzaffarpur, Sheohar and Sitamarhi",BIHAR,NA,NA,NA,NA,1,NA,NA,NA,One person died.,Damage to several houses reported.,IMD,NA
UEI-IMD-FL-2014-0013,2014-07-22,2014-07-23,1,Heavy rains,NA,Bilaspur and Durg,CHHATTISGARH,NA,NA,NA,NA,3,NA,NA,NA,3 persons died.,About 250 villages affected badly.,IMD,NA
UEI-IMD-FL-2014-0014,2014-07-30,2014-07-30,0,Heavy rains,NA,Jagadalpur,CHHATTISGARH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Normal life paralysed.,IMD,NA
UEI-IMD-FL-2014-0015,2014-10-13,2014-10-15,2,Heavy rains,NA,"Bastar, Durg, Mahasamund, Mungeli, Jagadalpur, Raipur and Surguja",CHHATTISGARH,NA,NA,NA,NA,6,NA,NA,NA,6 persons died due to tree fell and house collapse incidents.,i) Damage to several houses reported. ii) Trees/electric poles uprooted. iii) Normal life paralysed.,IMD,NA
UEI-IMD-FL-2014-0016,2014-07-15,2014-07-18,3,Heavy rains,NA,"Kangra, Kullu, Mandi and Sirmaur and Una (Himachal Pradesh)",HIMACHAL PRADESH,NA,NA,NA,NA,1,NA,NA,NA,One person died while other drowned in Sirmaur.,i) Damage to the crops reported. ii) Power generations shut down in Kullu. iii) Landslides reported at various places including Kumarhatti-Nahan NH.,IMD,NA
UEI-IMD-FL-2014-0017,2014-07-23,2014-07-30,7,Heavy rains,NA,"Kangra, Kullu, Mandi and Shimla",HIMACHAL PRADESH,NA,NA,NA,NA,3,NA,NA,NA,3 persons died due to landslide in Kangra.,i) Landslides reported at many places. ii) Damage to the crops and apple orchards reported.,IMD,NA
UEI-IMD-FL-2014-0018,2014-06-08,2014-08-08,61,Heavy rains,NA,Bilaspur and Mandi,HIMACHAL PRADESH,NA,NA,NA,NA,4,NA,NA,NA,4 persons washed away in their car while other died in Mandi.,"i) Damage to the crops reported. ii) Landslides reported. iii) NH-72 , Kangra ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“Chadigarh and Dharamsala ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Hosiarpur roads blocked due to landslide.",IMD,NA
UEI-IMD-FL-2014-0019,2014-08-13,2014-08-15,2,Heavy rains,NA, Hamirur and Mandi,HIMACHAL PRADESH,NA,NA,NA,NA,11,NA,NA,NA,9 persons died in different incidents while 4 others washed away.,"i) Extensive damage to the maize and tomato crops reported. ii) Landslides reported at many places causing damages to the houses and blocking NH Shimla-Kangra, Chandigarh-Manali and Dharamshala-Hoshiarpur.",IMD,NA
UEI-IMD-FL-2014-0020,2014-01-22,2014-01-22,0,Heavy rains,NA,Udhampur,JAMMU & KASHMIR,NA,NA,NA,NA,2,NA,NA,NA,2 persons buried alive in a house collapse in Kud area.,NA,IMD,NA
UEI-IMD-FL-2014-0021,2014-07-24,2014-07-24,0,Heavy rains,NA,Jammu,JAMMU & KASHMIR,NA,NA,NA,NA,NA,NA,NA,NA,Many cattle heads washed away.,"i) Damage to the standing crops reported. ii) Many houses, shops and structures damaged.",IMD,NA
UEI-IMD-FL-2014-0022,2014-07-31,2014-07-31,0,Heavy rains,NA,Pulwama,JAMMU & KASHMIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A masjid, some houses and cow shed damaged in a village Gundbal.",IMD,NA
UEI-IMD-FL-2014-0023,2014-02-09,2014-02-09,0,"Flood (Jehlum,Chenab, Tawi)",NA,"Most parts of Jammu & Kashmir (Worst affected districts Anantanag, Budgaum, Baramulla, Ganderbal, Kulgam, Poonch, Pulwama, Rajouri, Reasi and Srinagar.",JAMMU & KASHMIR,NA,NA,NA,NA,200,NA,NA,2500,"i) More than 200 people died including a bus carrying 63 passengers washed away in flash flood in Rajouri. ii) About 2,500 livestock perished.",i) Extensive damage to agricultural land and infrastructure reported. ii) River Jhelum had breached embankments in several parts. iii)About 2600 villages submerged. iv)Extensive damage to lakhs of houses reported. v) Massive landslides reported. vi)Thousands of Vaishnavdevi pilgrims stranded. vii)Many major and minor roads cut off and number of bridges washed away. viii)Thousands of people shifted to safer places. ix) More than 4 lakh people stranded for many days. x) NH Jammu- Srinagar closed due to massive landslides at various places.,IMD,NA
UEI-IMD-FL-2014-0024,2014-09-11,2014-09-11,0,Heavy rains (Cloudburst),NA,Anantanag,JAMMU & KASHMIR,NA,NA,NA,NA,NA,NA,NA,NA,"14 persons injured in Patti Samdal village, Kokernag.",Damage to the property worth lakhs of rupees reported.,IMD,NA
UEI-IMD-FL-2014-0025,2014-12-10,2014-10-14,Diffing the dates,Heavy rains,NA,Parts of Jharkhand,JHARKHAND,NA,NA,NA,NA,NA,NA,NA,NA,Several persons injured.,About 300 houses damaged. Many people shifted to safer places.,IMD,NA
UEI-IMD-FL-2014-0026,2014-08-03,2014-10-03,61,Heavy rains,NA,Belguam and Bijapur,KARNATAKA,NA,NA,NA,NA,NA,NA,NA,NA,Belguam : One woman died when a tree fell on her and other due to wall collapse. Bijapur: One person and a child died in Sindagi Tehsil due to wall collapse.,NA,IMD,NA
UEI-IMD-FL-2014-0027,2014-05-19,2014-05-20,1,Heavy rains,NA,Chamarajnagar and Shimoga,KARNATAKA,NA,NA,NA,NA,5,NA,NA,NA,5 persons including one woman died due to house collapse.,NA,IMD,NA
UEI-IMD-FL-2014-0028,2014-02-06,2014-06-06,120,Heavy rains,NA,"Bellary, Gadag and Koppal",KARNATAKA,NA,NA,NA,NA,5,NA,NA,NA,One woman died due to house collapse in Sandur Tehsil. One boy died in Gadag city and 3 others died when a tree and electric pole fell on them in Ganavathy town resp.,NA,IMD,NA
UEI-IMD-FL-2014-0029,2014-06-28,2014-06-29,1,Heavy rains,NA,Banglore & Gadag,KARNATAKA,NA,NA,NA,NA,2,NA,NA,NA,2 women died due to house collapse.,NA,IMD,NA
UEI-IMD-FL-2014-0030,2014-04-07,2014-09-07,153,Heavy rains,NA,"Banglore Rural, Gadag, Haveri and Kolar",KARNATAKA,NA,NA,NA,NA,4,NA,NA,NA,4 persons died due to house collapse and other swept away.,NA,IMD,NA
UEI-IMD-FL-2014-0031,2014-07-31,2014-07-31,0,Heavy rains,NA,Haveri and Uttara Kannada,KARNATAKA,NA,NA,NA,NA,2,NA,NA,NA,One man and a girl died in house collapse in Ranebennur town and other swept away in canal in Mundagod Tehsil resp.,NA,IMD,NA
UEI-IMD-FL-2014-0032,2014-01-08,2014-08-08,212,Heavy rains,NA,"Chickmagalur, Dakshina Kannada, Dharwad, Raichur and Uttara Kannada.",KARNATAKA,NA,NA,NA,NA,8,NA,NA,NA,"One person swept away in Koppa Tehsil, 4 persons died due to wall collapse in Karkala & Hubli Tehsil, other swept away in Krishna river in Devadurga Tehsil and 2 persons swept away in Honavar and Joida Tehsil resp.",NA,IMD,NA
UEI-IMD-FL-2014-0033,2014-08-23,2014-08-31,8,Heavy rains,NA,"Bidar, Bijapur, Chamarajanagar, Gadag, Gulbarga, Raichur, Tumkur and Yadgir.",KARNATAKA,NA,NA,NA,NA,15,NA,NA,NA,"2 persons died, 6 persons swept away, 7 others died due to house collapse.",NA,IMD,NA
UEI-IMD-FL-2014-0034,2014-01-09,2014-01-09,0,Heavy rains,NA,Chitradurga,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One woman died due to house collapse.,"i) 12,310 houses damaged. ii) Crops in 0.228 m. ha. damaged.",IMD,NA
UEI-IMD-FL-2014-0035,2014-02-09,2014-02-09,0,Heavy rains,NA,Gulbarga,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One man swept away in canal in Sedam Tehsil.,NA,IMD,NA
UEI-IMD-FL-2014-0036,2014-09-24,2014-09-24,0,Heavy rains,NA,Bellary,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One man died due to house collapse in Kampli town.,NA,IMD,NA
UEI-IMD-FL-2014-0037,2014-01-10,2014-01-10,0,Heavy rains,NA,Tumkur,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One man died due to house collapse.,NA,IMD,NA
UEI-IMD-FL-2014-0038,2014-05-10,2014-09-10,123,Heavy rains,NA,"Bengalur Urban, Chikmagalur and Dharwad",KARNATAKA,NA,NA,NA,NA,4,NA,NA,NA,"One girl and 2 women swept away in a canal in Bilekalli and Yegati village, other died due to house collapse in Begaluru city while one person died when a sheet of the bus stand roof fell on him in Navalgund town resp.",NA,IMD,NA
UEI-IMD-FL-2014-0039,2014-10-25,2014-10-25,0,Heavy rains,NA,Bellary,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One person swept away in a canal.,NA,IMD,NA
UEI-IMD-FL-2014-0040,2014-10-28,2014-10-28,0,Heavy rains,NA,Bengaluru Urban,KARNATAKA,NA,NA,NA,NA,1,NA,NA,NA,One woman died due to house collapse.,NA,IMD,NA
UEI-IMD-FL-2014-0041,2014-07-03,2014-09-03,62,Heavy rains,NA,Wayanad,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) One house damaged completely. ii) More than 100 banana plants uprooted in Athiyoor colony. iii)Several bamboo trees uprooted and fell across the National Highway leading to traffic disruption.,IMD,NA
UEI-IMD-FL-2014-0042,2014-03-25,2014-03-25,0,Heavy rains,NA,Wayanad,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More than 1,000 banana and tapioca plantations uprooted causing damage worth rupees 4 lakhs reported.",IMD,NA
UEI-IMD-FL-2014-0043,2014-10-04,2014-04-16,Diffing the dates,Heavy rains,NA,"Alappuzha, Kasaragod, Kozhikode, Thiruvananthapuram, Thrissur and Wayanad",KERALA,NA,NA,NA,NA,6,NA,NA,NA,6 persons died including 2 children.,"i) Thousands of banana, rubber and betel-leaves plantations and crops in Neyyattinkara & Katakkada Tehsils damaged. ii) Several electric and electronic equipments damaged. iii) Damage worth rupees lakhs reported. iv)Roofs of several houses blown away. v) 10 houses completely and 15 partially damaged. vi)Low lying areas inundated. vii)Several trees/electric poles uprooted causing disruption in vehicular traffic and power supply.",IMD,NA
UEI-IMD-FL-2014-0044,2014-04-19,2014-04-30,11,Heavy rains,NA,Thiruvananthapuram and Wayanad,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) About 10,000 banana plantations in more than 3 acres of land damaged. Jackfruit and mango trees uprooted. ii) Acres of banana, tapioca and coconut plantations damaged. iii)About 100 houses completely and 400 partially damaged. iv)About 160 electric poles and more than 50 trees uprooted causing disruption traffic and power supply.",IMD,NA
UEI-IMD-FL-2014-0045,2014-07-15,2014-07-16,1,Heavy rains,NA,Burhanpur and Vidisha,MADHYA PRADESH,NA,NA,NA,NA,7,9,NA,NA,7 boys died due to wall collapse in Daulatpur area and 9 others injured while other died in Vidisha.,NA,IMD,NA
UEI-IMD-FL-2014-0046,2014-07-20,2014-07-25,5,Heavy rains,NA,"Betul, Harda, Hoshangabad, Indore, Khargone and Raisen",MADHYA PRADESH,NA,NA,NA,NA,16,NA,NA,NA,16 persons died.,Damage to the standing crops reported. More than 1200 villages affected.,IMD,NA
UEI-IMD-FL-2014-0047,2014-03-03,2014-04-03,31,Heavy rains,NA,Washim,MAHARASHTRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extensive damage to the gram crops reported.,IMD,NA
UEI-IMD-FL-2014-0048,2014-09-03,2014-09-03,0,Heavy rains,NA,Sangli,MAHARASHTRA,NA,NA,NA,NA,1,NA,NA,NA,One woman died due to wall collapse.,NA,IMD,NA
UEI-IMD-FL-2014-0049,2014-04-19,2014-04-19,0,Heavy rains,NA,"Buldhana, Pune and Washim",MAHARASHTRA,NA,NA,NA,NA,NA,NA,NA,10000,"About 10,000 poultry birds in Pune perished.","Damage to the corn, peanut and awla crops reported.",IMD,NA
UEI-IMD-FL-2014-0050,2014-10-06,2014-10-06,0,Heavy rains,NA,Ahmednagar,MAHARASHTRA,NA,NA,NA,NA,2,NA,NA,NA,2 persons died due to wall collapse.,NA,IMD,NA
UEI-IMD-FL-2014-0051,2014-07-13,2014-07-13,0,Heavy rains,NA,Mumbai,MAHARASHTRA,NA,NA,NA,NA,4,NA,NA,NA,"One person died due to roof fell in Colaba, 3 others due to wall collapse in Shiwadi and Malad.",NA,IMD,NA
UEI-IMD-FL-2014-0052,2014-07-23,2014-07-28,5,Heavy rains,NA,Nagpur (Maharashtra),MAHARASHTRA,NA,NA,NA,NA,1,NA,NA,NA,One student drowned.,i) Many areas flooded. ii) An electric substation damaged.,IMD,NA
UEI-IMD-FL-2014-0053,2014-07-31,2014-07-31,0,Heavy rains,NA,Mumbai,MAHARASHTRA,NA,NA,NA,NA,1,NA,NA,NA,One died due to landslide in Chembur.,NA,IMD,NA
UEI-IMD-FL-2014-0054,2014-05-08,2014-05-08,0,Heavy rains,NA,"Pune (Malin village, Ambegaon Taluka)",MAHARASHTRA,NA,NA,NA,NA,144,NA,NA,NA,144 people buried under the massive landslide.,Most of the houses of the village were hit by the landslide.,IMD,NA
UEI-IMD-FL-2014-0055,2014-05-08,2014-06-08,31,Heavy rains,NA,"Bhandara, Gondia and Ratnagiri",MAHARASHTRA,NA,NA,NA,NA,3,NA,NA,NA,3 persons died.,"Landslides reported in Khed taluka and Poladpur-Mahabaleshwar road. Bhandara, Gondia i) 7 houses completely and 100 houses partially damaged. ii) 33 cattle sheds damaged.",IMD,NA
UEI-IMD-FL-2014-0056,2014-08-09,2014-09-09,31,Heavy rains,NA,"Chandrapur, Gadchiroli and Wardha",MAHARASHTRA,NA,NA,NA,NA,1,NA,NA,NA,One woman died due to house collapse.,i) Armori village submerged. ii) Several linking roads cut off.,IMD,NA
